#  Timestep    No_Moles    No_Specs  O1296Si648
      22835           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22840           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22845           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22850           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22855           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22860           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22865           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22870           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22875           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22880           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22885           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22890           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22895           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22900           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22905           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22910           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22915           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22920           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22925           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22930           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22935           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22940           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22945           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22950           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22955           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22960           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22965           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22970           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22975           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22980           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22985           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22990           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      22995           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23000           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23005           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23010           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23015           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23020           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23025           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23030           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23035           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23040           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23045           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23050           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23055           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23060           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23065           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23070           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23075           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23080           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23085           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23090           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23095           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23100           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23105           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23110           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23115           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23120           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23125           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23130           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23135           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23140           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23145           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23150           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23155           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23160           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23165           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23170           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23175           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23180           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23185           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23190           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23195           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23200           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23205           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23210           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23215           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23220           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23225           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23230           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      23235           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
